# number of time steps : 1.000 
# nmax = 20, lmax = 05 
# orginal matrix shape [1.0,20, 5, 5 ] 
# Snlm, Tnlm 
# r_s = 40.82 
# ICs from /rsgrps/brant/jngaravitoc/MWLMC_sims/100M/MWLMC6/ 
157.587 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.458 0.000 
0.151 0.724 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.921 0.000 
-0.036 -0.868 
-1.375 0.256 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.514 0.000 
-0.085 0.487 
-1.059 -0.123 
0.428 1.509 
0.000 0.000 
0.000 0.000 
-1.290 0.000 
0.231 0.802 
0.343 0.205 
0.275 0.408 
-0.083 -0.309 
0.000 0.000 
0.635 0.000 
-0.082 0.569 
1.739 -0.034 
0.715 0.476 
1.253 -0.649 
-1.146 -0.730 
-0.105 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.158 0.000 
0.077 0.309 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.087 0.000 
-0.048 -0.334 
-0.516 0.075 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.203 0.000 
-0.016 0.217 
-0.387 0.065 
0.112 0.499 
0.000 0.000 
0.000 0.000 
-0.006 0.000 
0.053 0.310 
0.089 -0.159 
0.086 0.410 
0.583 -0.111 
0.000 0.000 
0.147 0.000 
-0.019 0.110 
0.288 -0.072 
-0.152 -0.015 
0.566 -0.084 
-0.139 -0.412 
-0.009 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.035 0.000 
0.032 0.106 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.079 0.000 
-0.007 -0.134 
-0.183 0.025 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.081 0.000 
0.006 0.070 
-0.168 0.023 
0.033 0.185 
0.000 0.000 
0.000 0.000 
-0.066 0.000 
0.015 0.205 
0.047 -0.013 
0.051 0.211 
0.197 -0.060 
0.000 0.000 
0.149 0.000 
0.021 0.004 
0.249 -0.021 
0.030 -0.020 
0.298 -0.048 
-0.107 -0.237 
0.032 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.001 0.000 
0.018 0.038 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.011 0.000 
-0.005 -0.045 
-0.056 0.007 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.033 0.000 
0.000 0.026 
-0.069 0.006 
0.014 0.076 
0.000 0.000 
0.000 0.000 
-0.027 0.000 
0.004 0.086 
0.017 0.000 
0.011 0.096 
0.103 -0.028 
0.000 0.000 
0.054 0.000 
0.006 0.056 
0.103 -0.026 
0.006 -0.012 
0.130 -0.033 
-0.029 -0.143 
0.010 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.001 0.000 
0.007 0.017 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
