# number of time steps : 1.000 
# nmax = 20, lmax = 05 
# orginal matrix shape [1.0,20, 5, 5 ] 
# Snlm, Tnlm 
# r_s = 40.82 
# ICs from /rsgrps/brant/jngaravitoc/MWLMC_sims/100M/MWLMC6/ 
157.512 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.099 0.000 
0.259 1.311 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.540 0.000 
-0.043 -0.145 
-0.148 0.039 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.021 0.000 
-0.052 -0.139 
-0.019 0.114 
-0.029 0.203 
0.000 0.000 
0.000 0.000 
-1.448 0.000 
0.040 0.230 
-0.202 0.415 
-0.580 -0.237 
-0.133 -0.277 
0.000 0.000 
-0.479 0.000 
0.536 -1.404 
-0.474 0.173 
0.348 -0.656 
0.789 0.034 
-0.277 -0.988 
-0.034 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.090 0.000 
0.144 0.285 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.091 0.000 
-0.017 -0.021 
-0.020 0.015 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.004 0.000 
-0.045 -0.006 
0.019 -0.019 
-0.017 0.037 
0.000 0.000 
0.000 0.000 
-0.040 0.000 
0.074 0.122 
0.009 -0.017 
0.026 0.084 
0.085 -0.048 
0.000 0.000 
-0.088 0.000 
-0.116 0.233 
0.086 0.168 
0.036 0.027 
-0.061 -0.255 
0.006 0.028 
0.010 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.041 0.000 
0.061 0.068 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.035 0.000 
0.001 -0.005 
-0.007 -0.002 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.002 0.000 
0.004 -0.006 
-0.016 0.009 
0.009 0.006 
0.000 0.000 
0.000 0.000 
-0.078 0.000 
-0.007 0.009 
-0.011 0.014 
0.027 -0.006 
-0.005 -0.000 
0.000 0.000 
0.009 0.000 
0.017 0.046 
0.009 -0.001 
0.022 0.006 
-0.025 0.014 
0.014 -0.048 
0.023 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.011 0.000 
0.008 0.021 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.002 0.000 
-0.001 -0.002 
-0.001 0.003 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.002 0.000 
-0.003 0.000 
-0.002 -0.004 
0.002 0.003 
0.000 0.000 
0.000 0.000 
-0.020 0.000 
0.007 0.008 
0.001 -0.001 
-0.015 0.003 
0.018 0.000 
0.000 0.000 
-0.007 0.000 
-0.007 0.017 
-0.006 -0.006 
-0.012 -0.005 
0.011 0.004 
-0.012 -0.003 
0.009 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.002 0.000 
0.006 0.003 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.002 0.000 
0.000 0.001 
-0.001 -0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.000 0.000 
0.000 -0.000 
-0.002 0.001 
-0.000 0.001 
0.000 0.000 
0.000 0.000 
-0.001 0.000 
-0.000 0.002 
-0.001 -0.001 
0.001 0.002 
-0.001 -0.002 
0.000 0.000 
0.002 0.000 
0.005 -0.006 
-0.003 -0.003 
0.002 0.005 
0.002 0.004 
-0.000 -0.006 
0.012 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.001 0.000 
-0.003 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.001 0.000 
0.000 -0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.000 0.000 
0.000 0.000 
0.001 0.000 
-0.001 0.000 
0.000 0.000 
0.000 0.000 
0.001 0.000 
0.000 0.000 
-0.000 0.001 
-0.000 0.001 
0.002 0.001 
0.000 0.000 
0.001 0.000 
-0.001 0.003 
0.002 0.000 
-0.002 -0.000 
0.002 -0.002 
0.001 0.002 
0.002 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.001 0.000 
0.001 -0.001 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.000 0.000 
-0.000 -0.000 
0.000 -0.000 
-0.000 -0.000 
0.000 0.000 
0.000 0.000 
0.001 0.000 
-0.000 0.000 
0.000 0.000 
0.001 0.000 
-0.000 -0.000 
0.000 0.000 
-0.001 0.000 
-0.000 -0.000 
0.001 0.000 
0.001 0.001 
0.001 0.000 
0.000 -0.001 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.000 0.000 
-0.001 -0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.000 -0.000 
-0.000 -0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.001 0.000 
-0.000 -0.000 
-0.000 0.000 
-0.000 0.000 
0.000 -0.000 
0.000 0.000 
-0.000 0.000 
-0.001 -0.000 
-0.000 0.000 
-0.000 -0.000 
0.000 -0.000 
0.000 -0.000 
-0.006 0.000 
0.000 0.000 
0.000 0.000 
