# number of time steps : 1.000 
# nmax = 20, lmax = 05 
# orginal matrix shape [1.0,20, 5, 5 ] 
# Snlm, Tnlm 
# r_s = 40.82 
# ICs from /rsgrps/brant/jngaravitoc/MWLMC_sims/100M/MWLMC6/ 
157.494 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.291 0.000 
0.126 1.050 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.587 0.000 
-0.004 -0.486 
-0.398 0.051 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.140 0.000 
-0.356 -0.090 
-0.300 0.066 
-0.036 0.245 
0.000 0.000 
0.000 0.000 
-1.038 0.000 
-0.101 -0.027 
-0.093 -0.046 
-0.180 0.230 
0.104 0.004 
0.000 0.000 
-0.172 0.000 
-0.837 1.122 
1.446 -0.362 
-0.860 0.359 
-0.068 0.070 
-0.724 -0.827 
-0.047 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.083 0.000 
0.103 0.321 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.028 0.000 
-0.037 -0.132 
-0.142 0.008 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.065 0.000 
-0.001 0.041 
-0.110 0.023 
0.042 0.121 
0.000 0.000 
0.000 0.000 
0.011 0.000 
-0.034 0.134 
-0.046 -0.032 
0.066 0.061 
0.152 0.012 
0.000 0.000 
0.057 0.000 
0.024 0.079 
0.184 0.181 
-0.061 0.107 
0.244 0.125 
-0.087 -0.147 
0.008 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.031 0.000 
0.053 0.074 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.035 0.000 
0.002 -0.040 
-0.045 0.005 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.014 0.000 
-0.004 0.000 
-0.049 -0.004 
0.011 0.038 
0.000 0.000 
0.000 0.000 
-0.097 0.000 
0.007 0.041 
0.013 0.023 
-0.018 0.053 
0.058 -0.028 
0.000 0.000 
-0.018 0.000 
-0.039 0.099 
-0.042 -0.002 
0.013 -0.005 
0.080 -0.004 
0.003 -0.006 
0.026 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.011 0.000 
0.019 0.027 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.001 0.000 
-0.002 -0.006 
-0.007 0.004 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.009 0.000 
0.002 -0.002 
-0.017 0.003 
0.002 0.019 
0.000 0.000 
0.000 0.000 
-0.028 0.000 
0.003 0.031 
-0.010 0.001 
0.000 0.024 
0.016 0.001 
0.000 0.000 
0.011 0.000 
0.000 0.038 
0.018 -0.002 
-0.012 0.016 
0.024 -0.013 
-0.000 -0.034 
0.010 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.003 0.000 
0.002 0.003 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.003 0.000 
0.000 -0.002 
-0.003 -0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.002 0.000 
-0.001 -0.000 
-0.006 0.000 
-0.000 0.005 
0.000 0.000 
0.000 0.000 
-0.007 0.000 
0.003 0.012 
-0.002 0.002 
0.002 0.012 
0.010 -0.003 
0.000 0.000 
0.009 0.000 
0.000 0.009 
0.009 -0.004 
0.006 0.007 
0.020 -0.003 
-0.006 -0.013 
0.011 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.000 0.000 
0.001 0.003 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.001 0.000 
0.000 0.001 
0.000 0.000 
0.000 0.000 
0.000 0.000 
