# number of time steps : 1.000 
# nmax = 20, lmax = 05 
# orginal matrix shape [1.0,20, 5, 5 ] 
# Snlm, Tnlm 
# r_s = 40.82 
# ICs from /rsgrps/brant/jngaravitoc/MWLMC_sims/100M/MWLMC6/ 
157.647 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.471 0.000 
0.014 0.643 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-1.019 0.000 
-0.027 -0.832 
-1.759 0.360 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.663 0.000 
0.153 0.941 
-1.223 0.238 
0.411 1.677 
0.000 0.000 
0.000 0.000 
-1.422 0.000 
0.204 0.498 
0.396 0.075 
0.163 0.487 
0.824 -0.377 
0.000 0.000 
0.863 0.000 
-1.408 0.127 
1.858 -0.683 
-0.822 0.471 
2.639 -0.094 
-0.221 -1.733 
-0.124 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.170 0.000 
0.091 0.287 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.137 0.000 
-0.040 -0.357 
-0.634 0.098 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.211 0.000 
0.030 0.262 
-0.482 0.048 
0.153 0.660 
0.000 0.000 
0.000 0.000 
0.116 0.000 
0.013 0.442 
0.344 -0.134 
0.119 0.436 
0.656 -0.156 
0.000 0.000 
0.172 0.000 
0.201 -0.020 
0.657 -0.072 
0.168 -0.419 
0.532 -0.227 
0.106 -0.653 
-0.019 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.035 0.000 
0.028 0.120 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.093 0.000 
-0.011 -0.150 
-0.218 0.031 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.095 0.000 
-0.011 0.110 
-0.176 0.025 
0.048 0.241 
0.000 0.000 
0.000 0.000 
-0.051 0.000 
0.019 0.227 
0.073 -0.015 
0.038 0.258 
0.253 -0.088 
0.000 0.000 
0.197 0.000 
0.046 0.029 
0.249 -0.057 
0.001 -0.060 
0.287 -0.028 
-0.162 -0.352 
0.032 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
