# number of time steps : 1.000 
# nmax = 20, lmax = 05 
# orginal matrix shape [1.0,20, 5, 5 ] 
# Snlm, Tnlm 
# r_s = 40.82 
# ICs from /rsgrps/brant/jngaravitoc/MWLMC_sims/100M/MWLMC6/ 
158.783 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
1.925 0.000 
-0.119 0.269 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-1.706 0.000 
1.119 3.970 
-7.282 2.292 
0.000 0.000 
0.000 0.000 
0.000 0.000 
2.614 0.000 
-0.161 2.193 
6.441 -2.434 
3.992 7.634 
0.000 0.000 
0.000 0.000 
-2.409 0.000 
-0.962 -5.728 
-2.034 1.412 
-5.868 -7.854 
7.059 -5.304 
0.000 0.000 
-2.846 0.000 
0.116 6.223 
-6.748 1.723 
4.694 5.069 
-13.693 13.274 
-10.849 -8.358 
-0.364 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.494 0.000 
0.118 0.445 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.535 0.000 
0.120 0.627 
-1.978 0.532 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.525 0.000 
0.094 1.043 
1.130 -0.451 
1.005 2.187 
0.000 0.000 
0.000 0.000 
0.053 0.000 
-0.401 -1.976 
0.305 0.050 
-1.381 -2.226 
2.631 -1.847 
0.000 0.000 
-0.957 0.000 
0.586 1.883 
-2.250 0.917 
1.093 1.150 
-3.850 3.404 
-2.917 -2.819 
-0.189 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.097 0.000 
0.054 0.319 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.213 0.000 
-0.003 -0.025 
-0.448 0.100 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.078 0.000 
0.041 0.363 
0.126 -0.062 
0.234 0.577 
0.000 0.000 
0.000 0.000 
0.062 0.000 
-0.052 -0.384 
0.287 -0.059 
-0.281 -0.455 
0.753 -0.491 
0.000 0.000 
-0.351 0.000 
0.077 0.180 
-0.750 0.226 
0.114 -0.047 
-0.889 0.767 
-0.918 -0.944 
-0.001 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.007 0.000 
0.033 0.179 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.032 0.000 
-0.009 -0.067 
-0.080 0.010 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.017 0.000 
0.017 0.102 
-0.047 0.014 
0.039 0.126 
0.000 0.000 
0.000 0.000 
0.044 0.000 
-0.013 -0.048 
0.147 -0.043 
-0.010 -0.025 
0.191 -0.106 
0.000 0.000 
-0.073 0.000 
-0.019 -0.073 
-0.164 0.059 
-0.066 -0.138 
-0.150 0.112 
-0.230 -0.264 
0.022 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.007 0.000 
0.007 0.076 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.004 0.000 
-0.004 -0.029 
0.000 -0.003 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.018 0.000 
0.002 0.018 
-0.035 0.009 
-0.001 0.018 
0.000 0.000 
0.000 0.000 
0.015 0.000 
0.002 0.025 
0.044 -0.013 
0.015 0.031 
0.039 -0.012 
0.000 0.000 
-0.011 0.000 
-0.007 -0.066 
-0.015 0.001 
-0.033 -0.060 
0.010 -0.010 
-0.041 -0.062 
0.037 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.005 0.000 
0.005 0.022 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.003 0.000 
-0.000 -0.005 
0.005 -0.002 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.007 0.000 
-0.001 -0.001 
-0.013 0.003 
-0.003 -0.002 
0.000 0.000 
0.000 0.000 
0.001 0.000 
0.002 0.017 
0.009 -0.002 
0.008 0.017 
0.006 -0.000 
0.000 0.000 
0.003 0.000 
-0.003 -0.025 
0.010 -0.002 
-0.008 -0.022 
0.014 -0.012 
-0.005 -0.014 
0.017 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.002 0.000 
0.000 0.002 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.001 0.000 
0.000 0.002 
0.003 -0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.001 0.000 
-0.000 -0.003 
-0.003 0.000 
-0.001 -0.002 
0.000 0.000 
0.000 0.000 
-0.001 0.000 
0.001 0.006 
-0.000 0.000 
0.002 0.005 
0.000 0.000 
0.000 0.000 
0.003 0.000 
-0.001 -0.006 
0.008 -0.002 
-0.001 -0.005 
0.007 -0.005 
0.001 -0.003 
0.010 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.001 0.000 
-0.000 -0.003 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.001 0.000 
0.000 0.002 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.000 -0.002 
0.001 -0.000 
-0.000 -0.001 
0.000 0.000 
0.000 0.000 
-0.001 0.000 
0.000 0.001 
-0.002 0.001 
-0.000 0.001 
-0.000 0.000 
0.000 0.000 
0.001 0.000 
0.000 0.001 
0.002 -0.001 
0.001 0.001 
0.001 -0.000 
-0.000 -0.000 
-0.003 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.000 -0.002 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.000 0.000 
0.000 0.001 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.000 -0.000 
0.001 -0.000 
-0.000 -0.000 
