# number of time steps : 1.000 
# nmax = 20, lmax = 05 
# orginal matrix shape [1.0,20, 5, 5 ] 
# Snlm, Tnlm 
# r_s = 40.82 
# ICs from /rsgrps/brant/jngaravitoc/MWLMC_sims/100M/MWLMC6/ 
157.503 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.132 0.000 
0.158 1.097 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.573 0.000 
-0.005 -0.276 
-0.219 0.036 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.125 0.000 
-0.089 0.051 
-0.049 0.119 
-0.161 0.096 
0.000 0.000 
0.000 0.000 
-1.404 0.000 
0.196 0.492 
-0.082 -0.024 
0.313 -0.197 
-0.033 -0.839 
0.000 0.000 
-0.019 0.000 
1.096 -0.622 
1.338 0.482 
0.150 0.500 
-0.000 0.749 
0.246 -0.667 
-0.040 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.089 0.000 
0.121 0.328 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.071 0.000 
-0.018 -0.067 
-0.080 0.005 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.021 0.000 
-0.059 -0.032 
-0.058 -0.024 
0.033 0.086 
0.000 0.000 
0.000 0.000 
0.006 0.000 
-0.070 0.085 
-0.046 0.005 
-0.043 0.075 
0.087 -0.018 
0.000 0.000 
-0.020 0.000 
-0.303 0.202 
-0.289 -0.049 
-0.047 -0.123 
0.056 -0.095 
-0.072 0.038 
0.010 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.035 0.000 
0.062 0.066 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.035 0.000 
-0.003 -0.016 
-0.017 0.002 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.004 0.000 
0.009 -0.002 
-0.022 0.006 
-0.003 0.021 
0.000 0.000 
0.000 0.000 
-0.087 0.000 
0.014 0.028 
0.007 0.026 
-0.004 0.005 
0.028 0.011 
0.000 0.000 
-0.027 0.000 
0.042 0.095 
0.029 0.041 
0.038 0.040 
0.005 0.003 
-0.043 -0.014 
0.024 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.012 0.000 
0.013 0.022 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.003 0.000 
-0.001 -0.003 
-0.002 0.002 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.004 0.000 
-0.003 0.002 
-0.007 0.000 
0.005 0.005 
0.000 0.000 
0.000 0.000 
-0.026 0.000 
0.002 0.016 
-0.006 -0.003 
-0.006 0.012 
0.010 -0.004 
0.000 0.000 
-0.001 0.000 
-0.005 0.006 
0.014 -0.005 
-0.011 -0.002 
0.024 -0.011 
-0.007 -0.020 
0.009 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.002 0.000 
0.003 0.004 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.003 0.000 
0.001 0.000 
-0.002 0.001 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.002 0.000 
0.001 -0.001 
-0.003 0.000 
0.000 0.003 
0.000 0.000 
0.000 0.000 
-0.002 0.000 
0.003 0.004 
-0.002 -0.000 
0.001 0.006 
0.005 -0.002 
0.000 0.000 
0.005 0.000 
0.002 0.008 
-0.000 -0.001 
-0.002 0.004 
0.008 0.004 
0.005 -0.009 
0.012 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.001 0.000 
-0.001 0.001 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.001 0.000 
0.000 0.000 
-0.000 -0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.000 0.000 
-0.001 0.000 
-0.001 0.000 
-0.001 0.000 
0.000 0.000 
0.000 0.000 
-0.000 0.000 
-0.001 0.002 
0.000 0.001 
0.001 0.002 
0.001 0.001 
0.000 0.000 
