# number of time steps : 1.000 
# nmax = 20, lmax = 05 
# orginal matrix shape [1.0,20, 5, 5 ] 
# Snlm, Tnlm 
# r_s = 40.82 
# ICs from /rsgrps/brant/jngaravitoc/MWLMC_sims/100M/MWLMC6/ 
157.565 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.451 0.000 
0.254 0.857 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.870 0.000 
-0.044 -0.867 
-1.251 0.248 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.511 0.000 
-0.180 0.353 
-1.106 -0.097 
0.439 1.308 
0.000 0.000 
0.000 0.000 
-1.333 0.000 
0.322 0.547 
0.251 -0.142 
0.143 0.636 
0.392 -0.445 
0.000 0.000 
-0.297 0.000 
0.369 1.036 
0.254 0.512 
0.524 -0.310 
1.567 -0.760 
-1.621 -0.742 
-0.095 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.163 0.000 
0.055 0.301 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.073 0.000 
-0.046 -0.309 
-0.469 0.059 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.184 0.000 
-0.008 0.203 
-0.321 0.048 
0.092 0.452 
0.000 0.000 
0.000 0.000 
-0.038 0.000 
-0.033 0.273 
0.062 -0.067 
0.103 0.290 
0.376 -0.083 
0.000 0.000 
0.198 0.000 
0.067 0.084 
0.357 -0.215 
-0.015 0.151 
0.533 -0.022 
-0.081 -0.304 
-0.008 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.029 0.000 
0.041 0.104 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.073 0.000 
-0.010 -0.130 
-0.165 0.021 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.073 0.000 
0.002 0.052 
-0.161 0.017 
0.035 0.170 
0.000 0.000 
0.000 0.000 
-0.071 0.000 
0.043 0.180 
0.022 -0.014 
0.046 0.225 
0.200 -0.050 
0.000 0.000 
0.158 0.000 
0.002 0.058 
0.218 0.015 
0.015 -0.045 
0.234 -0.058 
-0.068 -0.236 
0.033 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.003 0.000 
0.016 0.036 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.009 0.000 
-0.002 -0.041 
-0.052 0.009 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.032 0.000 
0.000 0.023 
-0.065 0.009 
0.010 0.064 
0.000 0.000 
0.000 0.000 
-0.028 0.000 
0.001 0.086 
0.014 -0.003 
0.013 0.086 
0.089 -0.025 
0.000 0.000 
