# number of time steps : 1.000 
# nmax = 20, lmax = 05 
# orginal matrix shape [1.0,20, 5, 5 ] 
# Snlm, Tnlm 
# r_s = 40.82 
# ICs from /rsgrps/brant/jngaravitoc/MWLMC_sims/100M/MWLMC6/ 
157.505 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.659 0.000 
0.112 1.096 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.682 0.000 
-0.005 -0.671 
-0.737 0.181 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.266 0.000 
0.118 0.333 
-0.519 0.190 
0.195 0.727 
0.000 0.000 
0.000 0.000 
-1.653 0.000 
0.178 -0.317 
0.268 0.050 
0.212 0.077 
0.327 -0.115 
0.000 0.000 
-0.434 0.000 
-0.937 -0.129 
-0.008 0.562 
1.148 0.551 
-0.348 0.114 
-0.198 -1.585 
-0.066 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.104 0.000 
0.088 0.304 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.007 0.000 
-0.048 -0.231 
-0.259 0.025 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.110 0.000 
-0.053 0.030 
-0.232 0.006 
0.037 0.243 
0.000 0.000 
0.000 0.000 
-0.034 0.000 
-0.021 0.302 
0.013 0.018 
0.036 0.279 
0.201 0.011 
0.000 0.000 
0.071 0.000 
0.205 0.350 
0.375 -0.112 
0.098 0.232 
0.630 -0.074 
-0.221 -0.112 
0.005 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.019 0.000 
0.040 0.085 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.051 0.000 
-0.000 -0.079 
-0.087 0.009 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.045 0.000 
-0.002 0.024 
-0.092 0.010 
0.021 0.087 
0.000 0.000 
0.000 0.000 
-0.075 0.000 
0.020 0.108 
-0.005 0.011 
-0.001 0.110 
0.100 0.005 
0.000 0.000 
0.058 0.000 
-0.022 0.096 
0.036 0.022 
0.004 0.069 
0.142 -0.023 
-0.035 -0.150 
0.030 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.010 0.000 
0.020 0.029 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.000 0.000 
-0.004 -0.021 
-0.026 0.004 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.015 0.000 
0.001 -0.003 
-0.035 0.002 
0.007 0.033 
0.000 0.000 
0.000 0.000 
-0.034 0.000 
0.005 0.040 
-0.004 0.005 
0.012 0.053 
0.051 -0.016 
0.000 0.000 
0.024 0.000 
0.003 0.036 
0.050 -0.016 
0.004 0.009 
0.059 -0.002 
-0.024 -0.044 
0.009 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.003 0.000 
0.005 0.008 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.004 0.000 
0.000 -0.004 
-0.006 0.001 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.008 0.000 
0.001 0.003 
-0.015 0.001 
0.000 0.012 
0.000 0.000 
0.000 0.000 
-0.012 0.000 
0.001 0.022 
-0.006 -0.001 
0.004 0.023 
0.017 -0.006 
0.000 0.000 
0.012 0.000 
-0.004 0.024 
0.020 -0.003 
0.000 0.013 
0.033 -0.011 
-0.003 -0.026 
0.012 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.001 0.003 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.001 0.000 
0.001 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
