# number of time steps : 1.000 
# nmax = 20, lmax = 05 
# orginal matrix shape [1.0,20, 5, 5 ] 
# Snlm, Tnlm 
# r_s = 40.82 
# ICs from /rsgrps/brant/jngaravitoc/MWLMC_sims/100M/MWLMC6/ 
157.676 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.495 0.000 
0.040 0.669 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-1.080 0.000 
-0.056 -0.815 
-1.906 0.399 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.641 0.000 
0.172 0.922 
-1.393 0.302 
0.471 1.899 
0.000 0.000 
0.000 0.000 
-1.196 0.000 
0.179 0.328 
0.618 0.280 
0.179 0.433 
0.693 -0.395 
0.000 0.000 
-0.232 0.000 
-0.677 -0.927 
1.400 -0.139 
-0.533 -1.415 
1.306 0.112 
-0.831 -2.367 
-0.130 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.179 0.000 
0.079 0.256 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.156 0.000 
-0.034 -0.355 
-0.694 0.102 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.232 0.000 
0.018 0.371 
-0.465 0.066 
0.179 0.713 
0.000 0.000 
0.000 0.000 
0.135 0.000 
-0.057 0.540 
0.420 -0.201 
0.080 0.519 
0.781 -0.192 
0.000 0.000 
0.438 0.000 
0.031 0.181 
0.752 -0.223 
0.076 -0.097 
0.822 -0.205 
0.017 -0.694 
-0.024 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.034 0.000 
0.033 0.133 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.101 0.000 
-0.009 -0.159 
-0.239 0.038 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.098 0.000 
0.001 0.120 
-0.187 0.019 
0.052 0.269 
0.000 0.000 
0.000 0.000 
-0.033 0.000 
0.048 0.224 
0.095 -0.019 
0.052 0.250 
0.295 -0.083 
0.000 0.000 
0.166 0.000 
0.073 -0.080 
0.267 -0.070 
0.017 -0.224 
0.301 -0.039 
-0.181 -0.424 
0.031 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.003 0.000 
0.017 0.043 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.018 0.000 
-0.002 -0.053 
-0.077 0.010 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.043 0.000 
0.002 0.050 
-0.083 0.013 
0.024 0.101 
0.000 0.000 
0.000 0.000 
-0.003 0.000 
0.001 0.117 
0.052 -0.010 
0.027 0.111 
0.140 -0.049 
0.000 0.000 
0.081 0.000 
-0.016 -0.013 
0.151 -0.002 
-0.012 -0.033 
0.155 -0.052 
-0.090 -0.186 
0.010 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.001 0.000 
0.007 0.026 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.009 0.000 
-0.002 -0.015 
-0.021 0.002 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.015 0.000 
0.002 0.015 
-0.030 0.003 
0.007 0.038 
0.000 0.000 
0.000 0.000 
-0.003 0.000 
0.005 0.047 
0.021 -0.004 
0.008 0.052 
0.062 -0.018 
0.000 0.000 
0.034 0.000 
0.001 -0.010 
0.074 -0.012 
-0.011 -0.029 
0.081 -0.017 
-0.028 -0.088 
0.013 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.002 0.000 
0.002 0.009 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 -0.002 
-0.001 0.001 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.005 0.000 
0.000 0.004 
-0.010 0.002 
0.002 0.011 
0.000 0.000 
0.000 0.000 
-0.001 0.000 
0.001 0.020 
0.006 -0.001 
0.005 0.019 
0.023 -0.007 
0.000 0.000 
0.016 0.000 
-0.001 -0.001 
0.031 -0.005 
-0.001 -0.008 
0.033 -0.009 
-0.013 -0.038 
0.004 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.001 0.000 
0.001 0.006 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.001 0.000 
0.000 0.002 
0.003 -0.001 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.001 0.000 
-0.000 -0.000 
-0.002 0.000 
0.000 0.002 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.001 0.007 
0.001 0.000 
0.001 0.008 
0.007 -0.002 
0.000 0.000 
0.006 0.000 
-0.001 -0.000 
0.012 -0.002 
0.000 -0.004 
0.013 -0.005 
-0.006 -0.015 
0.005 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.001 0.000 
0.000 0.002 
0.003 -0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.000 -0.001 
0.000 -0.000 
-0.000 -0.001 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.002 
0.000 -0.000 
0.000 0.002 
0.001 -0.001 
0.000 0.000 
0.002 0.000 
0.000 0.001 
0.004 -0.000 
-0.000 -0.000 
0.006 -0.001 
-0.002 -0.005 
-0.001 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.000 0.000 
-0.000 -0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.001 
0.001 -0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.000 -0.000 
0.001 -0.000 
-0.000 -0.001 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 -0.000 
-0.000 0.000 
0.000 0.000 
-0.000 0.000 
0.000 0.000 
0.001 0.000 
0.000 0.000 
0.001 0.000 
0.000 0.000 
0.001 -0.000 
-0.000 -0.001 
-0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.000 0.000 
-0.000 -0.001 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 -0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.000 -0.000 
0.001 -0.000 
-0.000 -0.001 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.000 -0.000 
-0.000 0.000 
-0.000 -0.000 
-0.001 0.000 
0.000 0.000 
-0.000 0.000 
-0.000 0.000 
0.000 -0.000 
-0.000 0.000 
0.000 -0.000 
0.000 0.000 
-0.004 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.000 -0.001 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.000 0.000 
-0.000 -0.000 
-0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 -0.000 
0.000 -0.000 
-0.000 -0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.000 -0.000 
-0.000 0.000 
-0.000 -0.000 
-0.000 0.000 
0.000 0.000 
-0.000 0.000 
0.000 0.000 
-0.000 0.000 
0.000 0.000 
-0.000 0.000 
0.000 0.000 
-0.002 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.000 -0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.000 0.000 
-0.000 -0.000 
-0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 -0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 -0.000 
-0.000 -0.000 
-0.000 -0.000 
-0.000 0.000 
0.000 0.000 
-0.000 0.000 
-0.000 0.000 
-0.000 0.000 
0.000 0.000 
-0.000 0.000 
0.000 0.000 
-0.002 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.000 0.000 
0.000 -0.000 
-0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.000 0.000 
0.000 0.000 
-0.000 -0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.000 -0.000 
0.000 0.000 
-0.000 -0.000 
-0.000 0.000 
0.000 0.000 
-0.000 0.000 
0.000 -0.000 
-0.000 0.000 
-0.000 0.000 
-0.000 0.000 
0.000 0.000 
0.001 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.000 0.000 
-0.000 -0.000 
-0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.000 0.000 
0.000 0.000 
-0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.000 0.000 
0.000 -0.000 
0.000 0.000 
0.000 -0.000 
0.000 0.000 
-0.000 0.000 
0.000 0.000 
-0.000 0.000 
0.000 -0.000 
-0.000 0.000 
0.000 0.000 
0.001 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.000 0.000 
-0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.000 0.000 
-0.000 0.000 
-0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.000 0.000 
0.000 0.000 
-0.000 -0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 -0.000 
0.000 0.000 
0.000 -0.000 
0.000 0.000 
0.000 0.000 
-0.000 -0.000 
0.000 -0.000 
-0.000 -0.000 
-0.000 -0.000 
-0.000 -0.000 
0.002 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.000 0.000 
-0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 -0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.000 0.000 
0.000 0.000 
-0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 -0.000 
0.000 0.000 
0.000 -0.000 
0.000 0.000 
0.000 0.000 
-0.000 -0.000 
0.000 -0.000 
-0.000 -0.000 
0.000 0.000 
-0.000 -0.000 
0.001 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
-0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
0.000 0.000 
